path,Category1,Category2,Category3,Category4,doc_id,chunk_id,chunk_index,author,model_version,text_file
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014007__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014007,Human_Demosthenes_0014007__c000,0,Demosthenes,human,Human_Demosthenes_0014007__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014007__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014007,Human_Demosthenes_0014007__c001,1,Demosthenes,human,Human_Demosthenes_0014007__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014007__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014007,Human_Demosthenes_0014007__c002,2,Demosthenes,human,Human_Demosthenes_0014007__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014007__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014007,Human_Demosthenes_0014007__c003,3,Demosthenes,human,Human_Demosthenes_0014007__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014007__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014007,Human_Demosthenes_0014007__c004,4,Demosthenes,human,Human_Demosthenes_0014007__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014007__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014007,Human_Demosthenes_0014007__c005,5,Demosthenes,human,Human_Demosthenes_0014007__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c000,0,Demosthenes,human,Human_Demosthenes_0014008__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c001,1,Demosthenes,human,Human_Demosthenes_0014008__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c002,2,Demosthenes,human,Human_Demosthenes_0014008__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c003,3,Demosthenes,human,Human_Demosthenes_0014008__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c004,4,Demosthenes,human,Human_Demosthenes_0014008__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c005,5,Demosthenes,human,Human_Demosthenes_0014008__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c006.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c006,6,Demosthenes,human,Human_Demosthenes_0014008__c006.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c007.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c007,7,Demosthenes,human,Human_Demosthenes_0014008__c007.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c008.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c008,8,Demosthenes,human,Human_Demosthenes_0014008__c008.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c009.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c009,9,Demosthenes,human,Human_Demosthenes_0014008__c009.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014008__c010.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014008,Human_Demosthenes_0014008__c010,10,Demosthenes,human,Human_Demosthenes_0014008__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c000,0,Demosthenes,human,Human_Demosthenes_0014009__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c001,1,Demosthenes,human,Human_Demosthenes_0014009__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c002,2,Demosthenes,human,Human_Demosthenes_0014009__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c003,3,Demosthenes,human,Human_Demosthenes_0014009__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c004,4,Demosthenes,human,Human_Demosthenes_0014009__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c005,5,Demosthenes,human,Human_Demosthenes_0014009__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c006.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c006,6,Demosthenes,human,Human_Demosthenes_0014009__c006.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c007.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c007,7,Demosthenes,human,Human_Demosthenes_0014009__c007.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c008.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c008,8,Demosthenes,human,Human_Demosthenes_0014009__c008.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c009.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c009,9,Demosthenes,human,Human_Demosthenes_0014009__c009.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014009__c010.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014009,Human_Demosthenes_0014009__c010,10,Demosthenes,human,Human_Demosthenes_0014009__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c000,0,Demosthenes,human,Human_Demosthenes_0014010__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c001,1,Demosthenes,human,Human_Demosthenes_0014010__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c002,2,Demosthenes,human,Human_Demosthenes_0014010__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c003,3,Demosthenes,human,Human_Demosthenes_0014010__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c004,4,Demosthenes,human,Human_Demosthenes_0014010__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c005,5,Demosthenes,human,Human_Demosthenes_0014010__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c006.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c006,6,Demosthenes,human,Human_Demosthenes_0014010__c006.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c007.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c007,7,Demosthenes,human,Human_Demosthenes_0014010__c007.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c008.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c008,8,Demosthenes,human,Human_Demosthenes_0014010__c008.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c009.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c009,9,Demosthenes,human,Human_Demosthenes_0014010__c009.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014010__c010.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014010,Human_Demosthenes_0014010__c010,10,Demosthenes,human,Human_Demosthenes_0014010__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014011__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014011,Human_Demosthenes_0014011__c000,0,Demosthenes,human,Human_Demosthenes_0014011__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014011__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014011,Human_Demosthenes_0014011__c001,1,Demosthenes,human,Human_Demosthenes_0014011__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014011__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014011,Human_Demosthenes_0014011__c002,2,Demosthenes,human,Human_Demosthenes_0014011__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014013__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014013,Human_Demosthenes_0014013__c000,0,Demosthenes,human,Human_Demosthenes_0014013__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014013__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014013,Human_Demosthenes_0014013__c001,1,Demosthenes,human,Human_Demosthenes_0014013__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014013__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014013,Human_Demosthenes_0014013__c002,2,Demosthenes,human,Human_Demosthenes_0014013__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014013__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014013,Human_Demosthenes_0014013__c003,3,Demosthenes,human,Human_Demosthenes_0014013__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014013__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014013,Human_Demosthenes_0014013__c004,4,Demosthenes,human,Human_Demosthenes_0014013__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014013__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014013,Human_Demosthenes_0014013__c005,5,Demosthenes,human,Human_Demosthenes_0014013__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014014__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014014,Human_Demosthenes_0014014__c000,0,Demosthenes,human,Human_Demosthenes_0014014__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014014__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014014,Human_Demosthenes_0014014__c001,1,Demosthenes,human,Human_Demosthenes_0014014__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014014__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014014,Human_Demosthenes_0014014__c002,2,Demosthenes,human,Human_Demosthenes_0014014__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014014__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014014,Human_Demosthenes_0014014__c003,3,Demosthenes,human,Human_Demosthenes_0014014__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014014__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014014,Human_Demosthenes_0014014__c004,4,Demosthenes,human,Human_Demosthenes_0014014__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014014__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014014,Human_Demosthenes_0014014__c005,5,Demosthenes,human,Human_Demosthenes_0014014__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014015__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014015,Human_Demosthenes_0014015__c000,0,Demosthenes,human,Human_Demosthenes_0014015__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014015__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014015,Human_Demosthenes_0014015__c001,1,Demosthenes,human,Human_Demosthenes_0014015__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014015__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014015,Human_Demosthenes_0014015__c002,2,Demosthenes,human,Human_Demosthenes_0014015__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014015__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014015,Human_Demosthenes_0014015__c003,3,Demosthenes,human,Human_Demosthenes_0014015__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014015__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014015,Human_Demosthenes_0014015__c004,4,Demosthenes,human,Human_Demosthenes_0014015__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014015__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014015,Human_Demosthenes_0014015__c005,5,Demosthenes,human,Human_Demosthenes_0014015__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014016__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014016,Human_Demosthenes_0014016__c000,0,Demosthenes,human,Human_Demosthenes_0014016__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014016__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014016,Human_Demosthenes_0014016__c001,1,Demosthenes,human,Human_Demosthenes_0014016__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014016__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014016,Human_Demosthenes_0014016__c002,2,Demosthenes,human,Human_Demosthenes_0014016__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014016__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014016,Human_Demosthenes_0014016__c003,3,Demosthenes,human,Human_Demosthenes_0014016__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014016__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014016,Human_Demosthenes_0014016__c004,4,Demosthenes,human,Human_Demosthenes_0014016__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014017__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014017,Human_Demosthenes_0014017__c000,0,Demosthenes,human,Human_Demosthenes_0014017__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014017__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014017,Human_Demosthenes_0014017__c001,1,Demosthenes,human,Human_Demosthenes_0014017__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014017__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014017,Human_Demosthenes_0014017__c002,2,Demosthenes,human,Human_Demosthenes_0014017__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014017__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014017,Human_Demosthenes_0014017__c003,3,Demosthenes,human,Human_Demosthenes_0014017__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c000.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c000,0,Demosthenes,human,Human_Demosthenes_0014018__c000.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c001.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c001,1,Demosthenes,human,Human_Demosthenes_0014018__c001.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c002.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c002,2,Demosthenes,human,Human_Demosthenes_0014018__c002.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c003.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c003,3,Demosthenes,human,Human_Demosthenes_0014018__c003.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c004.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c004,4,Demosthenes,human,Human_Demosthenes_0014018__c004.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c005.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c005,5,Demosthenes,human,Human_Demosthenes_0014018__c005.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c006.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c006,6,Demosthenes,human,Human_Demosthenes_0014018__c006.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c007.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c007,7,Demosthenes,human,Human_Demosthenes_0014018__c007.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c008.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c008,8,Demosthenes,human,Human_Demosthenes_0014018__c008.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c009.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c009,9,Demosthenes,human,Human_Demosthenes_0014018__c009.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c010.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c010,10,Demosthenes,human,Human_Demosthenes_0014018__c010.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c011.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c011,11,Demosthenes,human,Human_Demosthenes_0014018__c011.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c012.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c012,12,Demosthenes,human,Human_Demosthenes_0014018__c012.txt
C:\Users\USER01\Dropbox\Workplace\D\George\PAPERS\Paroysiaseis\Cyprus 2025\ag-llm-stylometry\data\chunks\size_400\Human_Demosthenes_0014018__c013.txt,Human,Demosthenes,Human,Human,Human_Demosthenes_0014018,Human_Demosthenes_0014018__c013,13,Demosthenes,human,Human_Demosthenes_0014018__c013.txt
